trip_id,user_id,trip_timestamp,fare,payment_method_hash,is_fraud,signup_date,device_id
4703,2,2025-01-24 16:01:00,39.4,card_633,0,2024-01-29,device_681
437,2,2025-01-25 04:35:00,29.31,card_794,0,2024-01-29,device_681
4727,2,2025-01-26 07:46:00,40.64,card_141,0,2024-01-29,device_681
2472,3,2025-01-11 14:37:00,85.78,card_366,0,2024-03-21,device_201
7810,3,2025-01-13 03:18:00,57.27,card_611,0,2024-03-21,device_201
1897,3,2025-01-14 07:14:00,43.38,card_866,0,2024-03-21,device_201
764,3,2025-01-14 07:18:00,92.72,card_815,1,2024-03-21,device_201
624,3,2025-01-16 14:03:00,8.44,card_474,0,2024-03-21,device_201
1097,3,2025-01-17 18:07:00,92.16,card_251,0,2024-03-21,device_201
7081,3,2025-01-22 10:49:00,64.54,card_491,0,2024-03-21,device_201
6905,3,2025-01-24 11:14:00,94.67,card_800,0,2024-03-21,device_201
9901,3,2025-01-30 22:16:00,27.44,card_306,0,2024-03-21,device_201
8732,4,2025-01-08 09:01:00,30.09,card_156,0,2024-10-18,device_229
8409,4,2025-01-09 06:35:00,34.07,card_445,0,2024-10-18,device_229
77,4,2025-01-11 10:31:00,64.39,card_206,0,2024-10-18,device_229
9543,4,2025-01-11 12:31:00,12.06,card_724,0,2024-10-18,device_229
2895,4,2025-01-14 04:23:00,96.43,card_796,0,2024-10-18,device_229
7890,4,2025-01-22 05:11:00,48.89,card_252,0,2024-10-18,device_229
3283,4,2025-01-28 10:03:00,29.93,card_899,0,2024-10-18,device_229
1612,5,2025-01-04 17:48:00,74.91,card_878,0,2024-10-22,device_382
5976,5,2025-01-06 06:34:00,24.73,card_567,0,2024-10-22,device_382
8982,5,2025-01-06 09:12:00,16.15,card_857,0,2024-10-22,device_382
4129,5,2025-01-08 11:50:00,23.33,card_664,0,2024-10-22,device_382
449,5,2025-01-09 08:19:00,47.56,card_579,0,2024-10-22,device_382
876,5,2025-01-09 13:54:00,51.69,card_653,0,2024-10-22,device_382
3780,5,2025-01-14 15:55:00,95.4,card_844,0,2024-10-22,device_382
8235,5,2025-01-15 14:13:00,43.06,card_468,0,2024-10-22,device_382
2184,5,2025-01-16 06:59:00,12.83,card_213,0,2024-10-22,device_382
3077,5,2025-01-19 13:20:00,80.39,card_215,0,2024-10-22,device_382
6779,5,2025-01-21 17:44:00,86.13,card_301,0,2024-10-22,device_382
8323,5,2025-01-21 19:36:00,74.98,card_814,0,2024-10-22,device_382
9277,5,2025-01-23 10:42:00,84.49,card_601,0,2024-10-22,device_382
6261,5,2025-01-23 16:45:00,8.85,card_324,0,2024-10-22,device_382
8688,5,2025-01-25 10:40:00,49.73,card_339,0,2024-10-22,device_382
4728,6,2025-01-07 04:43:00,55.85,card_204,0,2024-08-26,device_729
1023,6,2025-01-07 06:05:00,9.36,card_316,0,2024-08-26,device_729
9653,6,2025-01-08 11:07:00,65.56,card_77,0,2024-08-26,device_729
4242,6,2025-01-17 08:28:00,86.12,card_690,0,2024-08-26,device_729
2129,6,2025-01-24 12:33:00,44.03,card_578,0,2024-08-26,device_729
8423,6,2025-01-24 19:36:00,97.22,card_644,0,2024-08-26,device_729
8730,6,2025-01-27 03:09:00,91.71,card_826,0,2024-08-26,device_729
7330,7,2025-01-03 07:25:00,50.01,card_90,0,2024-04-14,device_694
687,7,2025-01-04 10:38:00,39.45,card_332,0,2024-04-14,device_694
7687,7,2025-01-08 09:02:00,9.78,card_39,0,2024-04-14,device_694
1694,7,2025-01-08 09:45:00,22.71,card_509,0,2024-04-14,device_694
1202,7,2025-01-09 10:32:00,24.56,card_207,0,2024-04-14,device_694
5501,7,2025-01-11 16:19:00,15.53,card_508,0,2024-04-14,device_694
8362,7,2025-01-11 16:22:00,45.72,card_86,1,2024-04-14,device_694
8272,7,2025-01-15 14:54:00,85.68,card_238,0,2024-04-14,device_694
8798,7,2025-01-16 02:38:00,83.17,card_295,0,2024-04-14,device_694
1838,7,2025-01-17 03:31:00,15.16,card_499,0,2024-04-14,device_694
4226,7,2025-01-17 17:39:00,32.1,card_528,0,2024-04-14,device_694
986,7,2025-01-19 23:31:00,86.08,card_227,0,2024-04-14,device_694
8983,7,2025-01-23 09:29:00,39.61,card_349,0,2024-04-14,device_694
608,7,2025-01-23 10:02:00,6.39,card_387,0,2024-04-14,device_694
7321,7,2025-01-23 13:05:00,29.27,card_238,0,2024-04-14,device_694
5146,7,2025-01-23 22:16:00,20.44,card_808,0,2024-04-14,device_694
8677,7,2025-01-28 01:48:00,97.56,card_545,0,2024-04-14,device_694
6166,7,2025-01-28 19:05:00,68.76,card_375,0,2024-04-14,device_694
655,7,2025-01-29 02:17:00,53.17,card_622,0,2024-04-14,device_694
5502,8,2025-01-02 22:27:00,5.12,card_662,0,2024-09-28,device_746
5645,8,2025-01-03 16:28:00,70.23,card_598,0,2024-09-28,device_746
956,8,2025-01-03 17:03:00,14.97,card_637,0,2024-09-28,device_746
8241,8,2025-01-04 10:17:00,25.92,card_34,0,2024-09-28,device_746
5256,8,2025-01-06 17:21:00,68.25,card_150,0,2024-09-28,device_746
5749,8,2025-01-06 20:14:00,69.3,card_696,0,2024-09-28,device_746
3710,8,2025-01-07 20:42:00,70.68,card_70,0,2024-09-28,device_746
1461,8,2025-01-08 05:45:00,45.55,card_372,0,2024-09-28,device_746
1410,8,2025-01-09 06:21:00,55.5,card_56,0,2024-09-28,device_746
3965,8,2025-01-21 06:40:00,94.28,card_338,0,2024-09-28,device_746
3435,8,2025-01-30 13:39:00,97.27,card_526,0,2024-09-28,device_746
9687,8,2025-01-30 18:21:00,24.87,card_784,0,2024-09-28,device_746
6026,9,2025-01-01 08:14:00,32.81,card_522,0,2024-11-16,device_550
1760,9,2025-01-01 08:18:00,6.87,card_573,1,2024-11-16,device_550
8028,9,2025-01-05 10:02:00,86.35,card_199,0,2024-11-16,device_550
7518,9,2025-01-06 11:02:00,30.8,card_606,0,2024-11-16,device_550
8754,9,2025-01-09 21:11:00,90.17,card_784,0,2024-11-16,device_550
7136,9,2025-01-14 07:09:00,28.32,card_201,0,2024-11-16,device_550
8621,9,2025-01-22 08:57:00,35.73,card_516,0,2024-11-16,device_550
3397,9,2025-01-24 19:50:00,80.67,card_11,0,2024-11-16,device_550
2326,9,2025-01-27 21:08:00,55.6,card_425,0,2024-11-16,device_550
7249,10,2025-01-02 06:24:00,69.22,card_601,0,2024-08-20,device_49
3478,10,2025-01-02 09:57:00,10.11,card_376,0,2024-08-20,device_49
2306,10,2025-01-04 04:38:00,92.13,card_185,0,2024-08-20,device_49
9909,10,2025-01-08 08:35:00,32.92,card_627,0,2024-08-20,device_49
116,10,2025-01-10 16:55:00,8.65,card_617,0,2024-08-20,device_49
1904,10,2025-01-14 15:02:00,7.89,card_755,0,2024-08-20,device_49
6231,10,2025-01-14 15:04:00,61.52,card_539,1,2024-08-20,device_49
7140,10,2025-01-25 20:10:00,25.11,card_758,0,2024-08-20,device_49
9005,10,2025-01-29 16:42:00,66.5,card_703,0,2024-08-20,device_49
1957,10,2025-01-30 21:39:00,84.01,card_223,0,2024-08-20,device_49
3264,11,2025-01-01 17:00:00,34.08,card_439,0,2024-06-04,device_231
3065,11,2025-01-02 04:01:00,70.06,card_162,0,2024-06-04,device_231
2120,11,2025-01-05 03:24:00,33.47,card_638,0,2024-06-04,device_231
7362,11,2025-01-06 01:20:00,88.59,card_40,0,2024-06-04,device_231
5989,11,2025-01-07 07:26:00,60.49,card_21,0,2024-06-04,device_231
2166,11,2025-01-07 18:28:00,18.74,card_843,0,2024-06-04,device_231
9821,11,2025-01-09 17:28:00,62.06,card_53,0,2024-06-04,device_231
9969,11,2025-01-14 17:40:00,35.69,card_407,0,2024-06-04,device_231
4994,11,2025-01-19 16:48:00,76.1,card_295,0,2024-06-04,device_231
1376,11,2025-01-27 07:52:00,87.63,card_346,0,2024-06-04,device_231
324,12,2025-01-11 21:55:00,71.8,card_628,0,2024-08-18,device_538
9482,12,2025-01-13 03:08:00,6.23,card_89,0,2024-08-18,device_538
9211,12,2025-01-13 08:49:00,26.96,card_580,0,2024-08-18,device_538
3635,12,2025-01-13 23:00:00,80.49,card_850,0,2024-08-18,device_538
7556,12,2025-01-16 05:08:00,29.87,card_27,0,2024-08-18,device_538
4634,12,2025-01-23 17:38:00,52.52,card_887,0,2024-08-18,device_538
8579,12,2025-01-29 10:34:00,15.55,card_370,0,2024-08-18,device_538
8863,13,2025-01-01 18:39:00,78.1,card_112,0,2024-04-02,device_497
9929,13,2025-01-03 04:52:00,96.47,card_152,0,2024-04-02,device_497
9661,13,2025-01-04 13:16:00,40.13,card_11,0,2024-04-02,device_497
1460,13,2025-01-04 22:34:00,89.58,card_859,0,2024-04-02,device_497
7640,13,2025-01-04 22:38:00,63.26,card_708,1,2024-04-02,device_497
4100,13,2025-01-11 02:43:00,8.0,card_216,0,2024-04-02,device_497
3094,13,2025-01-12 14:25:00,17.52,card_819,0,2024-04-02,device_497
5497,13,2025-01-13 05:23:00,44.41,card_170,0,2024-04-02,device_497
300,13,2025-01-17 08:08:00,75.77,card_409,0,2024-04-02,device_497
9905,13,2025-01-18 20:06:00,65.17,card_832,0,2024-04-02,device_497
7549,13,2025-01-26 10:56:00,85.5,card_440,0,2024-04-02,device_497
1684,14,2025-01-07 08:05:00,45.49,card_535,0,2024-10-29,device_565
8575,14,2025-01-07 08:09:00,41.75,card_570,1,2024-10-29,device_565
9719,14,2025-01-15 09:53:00,17.54,card_219,0,2024-10-29,device_565
2330,14,2025-01-16 15:31:00,84.08,card_536,0,2024-10-29,device_565
5010,14,2025-01-22 02:37:00,69.17,card_316,0,2024-10-29,device_565
9132,14,2025-01-26 04:28:00,5.52,card_406,0,2024-10-29,device_565
9124,15,2025-01-01 02:54:00,70.69,card_209,0,2024-07-11,device_628
3139,15,2025-01-04 05:36:00,99.87,card_168,0,2024-07-11,device_628
3572,15,2025-01-04 22:48:00,32.87,card_654,0,2024-07-11,device_628
7486,15,2025-01-13 21:21:00,80.0,card_244,0,2024-07-11,device_628
9629,15,2025-01-14 09:16:00,99.03,card_372,0,2024-07-11,device_628
1678,15,2025-01-18 18:56:00,17.21,card_189,0,2024-07-11,device_628
4907,15,2025-01-20 09:57:00,61.52,card_846,0,2024-07-11,device_628
6450,15,2025-01-20 14:30:00,92.8,card_404,0,2024-07-11,device_628
1359,15,2025-01-22 12:33:00,65.83,card_693,0,2024-07-11,device_628
7327,15,2025-01-23 02:07:00,94.76,card_577,0,2024-07-11,device_628
8123,15,2025-01-28 12:13:00,91.72,card_302,0,2024-07-11,device_628
9608,16,2025-01-03 14:13:00,40.35,card_200,0,2024-08-14,device_9
6306,16,2025-01-06 18:47:00,8.92,card_352,0,2024-08-14,device_9
8192,16,2025-01-11 02:56:00,93.82,card_251,0,2024-08-14,device_9
4928,16,2025-01-11 12:04:00,64.82,card_727,0,2024-08-14,device_9
1974,16,2025-01-11 15:29:00,28.28,card_448,0,2024-08-14,device_9
9308,16,2025-01-12 15:37:00,13.56,card_670,0,2024-08-14,device_9
7152,16,2025-01-14 12:40:00,19.73,card_468,0,2024-08-14,device_9
4533,16,2025-01-30 00:00:00,44.36,card_874,0,2024-08-14,device_9
2191,17,2025-01-03 20:08:00,33.64,card_373,0,2024-04-02,device_323
458,17,2025-01-04 08:27:00,98.87,card_150,0,2024-04-02,device_323
794,17,2025-01-05 16:42:00,91.32,card_53,0,2024-04-02,device_323
8953,17,2025-01-05 23:48:00,45.57,card_72,0,2024-04-02,device_323
8874,17,2025-01-07 21:40:00,90.77,card_331,0,2024-04-02,device_323
9609,17,2025-01-08 23:19:00,89.89,card_52,0,2024-04-02,device_323
9764,17,2025-01-10 22:00:00,86.9,card_593,0,2024-04-02,device_323
3150,17,2025-01-11 15:29:00,77.04,card_140,0,2024-04-02,device_323
4115,17,2025-01-15 10:24:00,79.78,card_609,0,2024-04-02,device_323
2387,17,2025-01-16 13:48:00,35.72,card_62,0,2024-04-02,device_323
2524,17,2025-01-20 11:54:00,20.02,card_423,0,2024-04-02,device_323
347,17,2025-01-25 04:28:00,96.85,card_344,0,2024-04-02,device_323
19,17,2025-01-25 12:02:00,84.84,card_169,0,2024-04-02,device_323
4029,18,2025-01-07 07:00:00,88.42,card_518,0,2024-07-07,device_205
9055,18,2025-01-09 08:51:00,95.05,card_442,0,2024-07-07,device_205
8280,18,2025-01-16 22:34:00,58.59,card_627,0,2024-07-07,device_205
588,18,2025-01-20 21:25:00,99.9,card_365,0,2024-07-07,device_205
872,18,2025-01-27 03:37:00,46.07,card_190,0,2024-07-07,device_205
3610,18,2025-01-28 19:16:00,74.35,card_92,0,2024-07-07,device_205
3085,19,2025-01-02 10:32:00,49.26,card_109,0,2024-05-27,device_481
2767,19,2025-01-06 11:43:00,11.3,card_835,0,2024-05-27,device_481
6570,19,2025-01-12 17:07:00,26.13,card_510,0,2024-05-27,device_481
6638,19,2025-01-17 19:41:00,30.94,card_564,0,2024-05-27,device_481
661,19,2025-01-22 02:49:00,64.68,card_261,0,2024-05-27,device_481
2437,19,2025-01-29 16:20:00,77.86,card_448,0,2024-05-27,device_481
2833,19,2025-01-29 20:25:00,23.74,card_250,0,2024-05-27,device_481
5760,20,2025-01-01 21:25:00,98.15,card_724,0,2024-08-10,device_605
3769,20,2025-01-05 05:56:00,33.66,card_200,0,2024-08-10,device_605
6980,20,2025-01-08 16:25:00,29.67,card_869,0,2024-08-10,device_605
879,20,2025-01-14 03:32:00,51.23,card_452,0,2024-08-10,device_605
5034,20,2025-01-16 03:34:00,89.75,card_618,0,2024-08-10,device_605
8926,20,2025-01-23 19:26:00,50.99,card_26,0,2024-08-10,device_605
7782,20,2025-01-29 05:18:00,37.78,card_360,0,2024-08-10,device_605
1238,21,2025-01-01 09:29:00,17.12,card_734,0,2024-07-07,device_117
3481,21,2025-01-07 06:58:00,61.14,card_564,0,2024-07-07,device_117
2201,21,2025-01-07 18:08:00,81.49,card_636,0,2024-07-07,device_117
4537,21,2025-01-10 01:28:00,77.63,card_486,0,2024-07-07,device_117
6893,21,2025-01-10 11:14:00,9.14,card_804,0,2024-07-07,device_117
5639,21,2025-01-13 11:27:00,45.93,card_365,0,2024-07-07,device_117
286,21,2025-01-13 22:49:00,5.64,card_675,0,2024-07-07,device_117
5147,21,2025-01-16 18:51:00,34.7,card_554,0,2024-07-07,device_117
8277,21,2025-01-18 08:25:00,32.4,card_777,0,2024-07-07,device_117
9407,21,2025-01-20 06:58:00,38.92,card_631,0,2024-07-07,device_117
6646,21,2025-01-21 12:07:00,49.0,card_249,0,2024-07-07,device_117
1859,21,2025-01-26 18:17:00,5.65,card_355,0,2024-07-07,device_117
6372,22,2025-01-04 22:12:00,33.81,card_692,0,2024-03-30,device_543
9097,22,2025-01-06 15:31:00,82.54,card_307,0,2024-03-30,device_543
2357,22,2025-01-07 15:02:00,17.4,card_93,0,2024-03-30,device_543
7733,22,2025-01-08 04:02:00,80.64,card_848,0,2024-03-30,device_543
2152,22,2025-01-09 09:09:00,84.32,card_748,0,2024-03-30,device_543
4765,22,2025-01-09 22:11:00,14.66,card_627,0,2024-03-30,device_543
7456,22,2025-01-10 02:44:00,9.94,card_319,0,2024-03-30,device_543
5189,22,2025-01-11 23:39:00,99.35,card_660,0,2024-03-30,device_543
497,22,2025-01-13 00:01:00,91.58,card_778,0,2024-03-30,device_543
5552,22,2025-01-13 09:34:00,52.73,card_396,0,2024-03-30,device_543
8640,22,2025-01-17 22:55:00,76.25,card_773,0,2024-03-30,device_543
1687,22,2025-01-18 21:31:00,58.2,card_376,0,2024-03-30,device_543
3875,22,2025-01-19 12:31:00,80.85,card_721,0,2024-03-30,device_543
5226,22,2025-01-28 00:09:00,44.13,card_603,0,2024-03-30,device_543
8703,22,2025-01-28 03:28:00,57.92,card_249,0,2024-03-30,device_543
7749,22,2025-01-29 10:06:00,10.82,card_748,0,2024-03-30,device_543
3147,23,2025-01-07 13:14:00,44.75,card_23,0,2024-01-31,device_316
5204,23,2025-01-10 12:18:00,18.39,card_844,0,2024-01-31,device_316
5632,23,2025-01-13 06:30:00,70.26,card_346,0,2024-01-31,device_316
4966,23,2025-01-22 00:48:00,81.89,card_237,0,2024-01-31,device_316
899,23,2025-01-25 15:21:00,60.03,card_239,0,2024-01-31,device_316
2075,23,2025-01-27 17:55:00,18.61,card_693,0,2024-01-31,device_316
3623,23,2025-01-29 05:56:00,27.61,card_530,0,2024-01-31,device_316
1347,24,2025-01-29 06:00:00,45.59,card_814,1,2024-06-02,device_231
642,24,2025-01-06 14:27:00,19.82,card_101,0,2024-06-02,device_231
5325,24,2025-01-07 23:56:00,17.46,card_285,0,2024-06-02,device_231
4354,24,2025-01-09 09:24:00,18.09,card_479,0,2024-06-02,device_231
9648,24,2025-01-09 16:19:00,83.65,card_489,0,2024-06-02,device_231
5635,24,2025-01-15 18:17:00,9.71,card_343,0,2024-06-02,device_231
1903,24,2025-01-17 18:14:00,52.87,card_824,0,2024-06-02,device_231
57,25,2025-01-04 12:22:00,5.23,card_780,0,2024-08-21,device_431
1537,25,2025-01-07 04:00:00,67.03,card_54,0,2024-08-21,device_431
5312,25,2025-01-10 16:02:00,51.81,card_633,0,2024-08-21,device_431
6442,25,2025-01-17 14:22:00,99.02,card_46,0,2024-08-21,device_431
3508,25,2025-01-17 14:57:00,42.56,card_409,0,2024-08-21,device_431
5896,25,2025-01-18 21:50:00,81.2,card_133,0,2024-08-21,device_431
6016,25,2025-01-20 16:06:00,85.5,card_363,0,2024-08-21,device_431
5202,25,2025-01-20 16:08:00,26.48,card_640,1,2024-08-21,device_431
5201,25,2025-01-22 03:54:00,61.09,card_187,0,2024-08-21,device_431
8700,26,2025-01-06 16:47:00,10.6,card_79,0,2024-05-06,device_617
8584,26,2025-01-06 21:29:00,26.92,card_182,0,2024-05-06,device_617
1885,26,2025-01-11 13:03:00,17.02,card_339,0,2024-05-06,device_617
7470,26,2025-01-12 01:41:00,81.42,card_689,0,2024-05-06,device_617
2555,26,2025-01-15 22:47:00,45.46,card_707,0,2024-05-06,device_617
5638,26,2025-01-18 14:33:00,58.68,card_188,0,2024-05-06,device_617
8611,26,2025-01-20 01:33:00,16.68,card_395,0,2024-05-06,device_617
7039,26,2025-01-20 05:07:00,75.5,card_640,0,2024-05-06,device_617
9923,26,2025-01-20 12:26:00,59.08,card_489,0,2024-05-06,device_617
6921,26,2025-01-20 17:51:00,51.73,card_578,0,2024-05-06,device_617
4299,26,2025-01-24 01:37:00,23.96,card_694,0,2024-05-06,device_617
8443,26,2025-01-26 19:52:00,61.36,card_190,0,2024-05-06,device_617
5872,27,2025-01-02 23:04:00,59.26,card_797,0,2024-05-09,device_197
6999,27,2025-01-03 17:47:00,63.7,card_749,0,2024-05-09,device_197
1727,27,2025-01-04 00:56:00,15.93,card_285,0,2024-05-09,device_197
1965,27,2025-01-06 07:23:00,40.03,card_809,0,2024-05-09,device_197
944,27,2025-01-11 22:13:00,53.77,card_867,0,2024-05-09,device_197
2153,27,2025-01-13 20:49:00,65.01,card_439,0,2024-05-09,device_197
3499,27,2025-01-14 04:38:00,63.92,card_691,0,2024-05-09,device_197
4420,27,2025-01-14 08:25:00,7.06,card_624,0,2024-05-09,device_197
815,27,2025-01-16 10:40:00,97.66,card_274,0,2024-05-09,device_197
1719,27,2025-01-20 14:14:00,81.5,card_54,0,2024-05-09,device_197
6319,27,2025-01-27 03:16:00,83.11,card_778,0,2024-05-09,device_197
6407,27,2025-01-30 14:46:00,49.77,card_800,0,2024-05-09,device_197
4523,28,2025-01-04 11:58:00,53.58,card_376,0,2024-12-30,device_363
6068,28,2025-01-06 18:30:00,56.78,card_880,0,2024-12-30,device_363
7676,28,2025-01-07 10:04:00,47.55,card_526,0,2024-12-30,device_363
3709,28,2025-01-09 18:47:00,73.36,card_321,0,2024-12-30,device_363
1611,28,2025-01-12 12:56:00,96.46,card_620,0,2024-12-30,device_363
4611,28,2025-01-15 21:46:00,44.5,card_648,0,2024-12-30,device_363
5835,28,2025-01-17 23:29:00,52.19,card_520,0,2024-12-30,device_363
266,28,2025-01-18 23:17:00,91.73,card_532,0,2024-12-30,device_363
7316,28,2025-01-26 17:33:00,35.26,card_286,0,2024-12-30,device_363
7917,28,2025-01-28 02:48:00,98.05,card_31,0,2024-12-30,device_363
4259,28,2025-01-30 13:11:00,43.73,card_6,0,2024-12-30,device_363
902,29,2025-01-01 03:40:00,60.59,card_679,0,2024-04-04,device_326
587,29,2025-01-04 06:06:00,91.92,card_368,0,2024-04-04,device_326
7463,29,2025-01-04 18:35:00,10.29,card_291,0,2024-04-04,device_326
9817,29,2025-01-05 12:51:00,44.23,card_534,0,2024-04-04,device_326
5930,29,2025-01-17 06:35:00,91.12,card_728,0,2024-04-04,device_326
4294,29,2025-01-17 16:05:00,28.91,card_614,0,2024-04-04,device_326
3877,29,2025-01-28 03:32:00,39.65,card_602,0,2024-04-04,device_326
7159,29,2025-01-30 11:59:00,63.04,card_116,0,2024-04-04,device_326
9470,29,2025-01-30 22:35:00,52.04,card_410,0,2024-04-04,device_326
6113,30,2025-01-10 14:21:00,15.74,card_324,0,2024-09-29,device_205
5717,30,2025-01-11 21:29:00,52.55,card_728,0,2024-09-29,device_205
61,30,2025-01-16 07:09:00,46.81,card_79,0,2024-09-29,device_205
6666,30,2025-01-21 11:04:00,23.27,card_391,0,2024-09-29,device_205
1960,30,2025-01-26 12:24:00,20.47,card_493,0,2024-09-29,device_205
1186,30,2025-01-30 16:35:00,27.44,card_808,0,2024-09-29,device_205
1473,31,2025-01-03 16:09:00,23.85,card_471,0,2024-11-24,device_648
9845,31,2025-01-09 23:08:00,44.52,card_637,0,2024-11-24,device_648
8644,31,2025-01-10 21:48:00,27.11,card_764,0,2024-11-24,device_648
8959,31,2025-01-11 08:05:00,43.73,card_720,0,2024-11-24,device_648
6807,31,2025-01-14 16:26:00,5.89,card_562,0,2024-11-24,device_648
2891,31,2025-01-20 03:53:00,59.52,card_261,0,2024-11-24,device_648
422,31,2025-01-20 21:28:00,94.78,card_193,0,2024-11-24,device_648
5516,31,2025-01-21 14:32:00,23.94,card_310,0,2024-11-24,device_648
9888,31,2025-01-23 05:55:00,57.08,card_42,0,2024-11-24,device_648
7605,31,2025-01-28 02:39:00,85.06,card_785,0,2024-11-24,device_648
5045,31,2025-01-28 23:44:00,36.0,card_156,0,2024-11-24,device_648
8107,31,2025-01-29 09:43:00,53.81,card_837,0,2024-11-24,device_648
5782,31,2025-01-29 10:12:00,66.38,card_545,0,2024-11-24,device_648
6495,31,2025-01-30 14:09:00,40.09,card_625,0,2024-11-24,device_648
3577,32,2025-01-02 10:15:00,25.94,card_12,0,2024-04-21,device_310
6712,32,2025-01-03 14:48:00,33.64,card_737,0,2024-04-21,device_310
4034,32,2025-01-06 05:51:00,11.12,card_831,0,2024-04-21,device_310
3293,32,2025-01-06 09:14:00,15.07,card_86,0,2024-04-21,device_310
9673,32,2025-01-08 20:16:00,52.96,card_588,0,2024-04-21,device_310
5262,32,2025-01-11 21:32:00,48.09,card_265,0,2024-04-21,device_310
9872,32,2025-01-12 08:37:00,6.32,card_653,0,2024-04-21,device_310
7858,32,2025-01-14 14:09:00,7.05,card_442,0,2024-04-21,device_310
4374,32,2025-01-19 03:13:00,47.21,card_820,0,2024-04-21,device_310
9191,32,2025-01-23 14:49:00,25.84,card_332,0,2024-04-21,device_310
3304,32,2025-01-24 22:52:00,95.33,card_572,0,2024-04-21,device_310
496,32,2025-01-29 07:48:00,37.11,card_363,0,2024-04-21,device_310
7082,32,2025-01-30 03:53:00,13.92,card_558,0,2024-04-21,device_310
6619,33,2025-01-01 18:23:00,29.8,card_457,0,2024-03-24,device_507
8119,33,2025-01-07 14:42:00,91.32,card_90,0,2024-03-24,device_507
8531,33,2025-01-14 02:04:00,69.71,card_760,0,2024-03-24,device_507
68,33,2025-01-14 16:07:00,56.57,card_658,0,2024-03-24,device_507
4403,33,2025-01-18 12:46:00,29.35,card_502,0,2024-03-24,device_507
1017,33,2025-01-23 02:11:00,33.31,card_426,0,2024-03-24,device_507
8180,33,2025-01-24 17:02:00,91.33,card_375,0,2024-03-24,device_507
9532,34,2025-01-02 01:30:00,73.72,card_839,0,2024-07-13,device_578
9119,34,2025-01-03 04:35:00,89.32,card_257,0,2024-07-13,device_578
7771,34,2025-01-12 15:19:00,32.77,card_14,0,2024-07-13,device_578
218,34,2025-01-12 17:47:00,58.57,card_352,0,2024-07-13,device_578
4396,34,2025-01-13 23:46:00,42.56,card_36,0,2024-07-13,device_578
1506,34,2025-01-14 04:24:00,23.28,card_693,0,2024-07-13,device_578
3093,34,2025-01-17 10:40:00,65.1,card_745,0,2024-07-13,device_578
5586,34,2025-01-18 13:14:00,95.04,card_27,0,2024-07-13,device_578
4059,34,2025-01-22 20:16:00,76.07,card_311,0,2024-07-13,device_578
6380,34,2025-01-23 18:37:00,36.38,card_632,0,2024-07-13,device_578
1632,34,2025-01-25 21:32:00,31.83,card_290,0,2024-07-13,device_578
5806,34,2025-01-26 15:40:00,90.91,card_772,0,2024-07-13,device_578
8042,34,2025-01-27 01:29:00,60.08,card_108,0,2024-07-13,device_578
6482,34,2025-01-29 22:26:00,85.9,card_132,0,2024-07-13,device_578
9301,35,2025-01-01 16:53:00,40.9,card_583,0,2024-11-13,device_645
3947,35,2025-01-08 01:17:00,7.74,card_403,0,2024-11-13,device_645
8913,35,2025-01-11 15:31:00,26.64,card_219,0,2024-11-13,device_645
4740,35,2025-01-13 12:18:00,57.57,card_685,0,2024-11-13,device_645
